machine_id,machine_nom,machine_type,atelier,usine,timestamp,date,v_rms_mm_s,acceleration_g,crest_factor,kurtosis,rpm,zone_iso,health_index,rul_days,degradation_score,mtbf_heures,mttr_heures,disponibilite_pct,oee_pct,trs_pct,cout_maintenance_euros,type_defaut,severite_defaut,temperature_c,pression_bar,courant_A,nb_alertes,nb_demarrages,duree_fonctionnement_h,age_machine_jours
M002,Pompe hydraulique P-12,Pompe,Pomperie,Casablanca,2025-11-10 04:00:00,2025-11-10,8.15,10.99,1.98,5.14,1509,D,56.1,59,0.426,347.0,6.5,98.2,80.9,78.5,613,Defaut roulement,Elevee,39.8,6.6,38.2,0,18,2420,1326
M003,Moteur electrique ME-45,Moteur,Convoyage,Casablanca,2025-11-10 05:00:00,2025-11-10,1.82,2.44,1.63,2.77,1516,A,98.6,187,0.01,513.0,8.0,98.5,85.1,82.9,948,Aucun - Etat acceptable,Faible,29.1,2.9,31.8,1,41,2893,2172
M004,Ventilateur V-08,Ventilateur,Ventilation,Tanger,2025-11-10 07:00:00,2025-11-10,2.82,8.46,2.11,2.98,1514,B,96.2,186,0.033,510.0,3.6,99.3,89.8,84.2,1946,Aucun - Etat acceptable,Faible,31.8,3.7,32.0,1,9,3342,708
M005,Reducteur R-22,Reducteur,Broyage,Tanger,2025-11-10 10:00:00,2025-11-10,7.5,19.98,2.62,5.29,1514,D,57.2,76,0.418,469.0,7.7,98.4,88.2,82.1,2314,Defaut roulement,Moderee,39.2,7.5,35.4,1,79,24505,2947
M006,Compresseur C-201,Compresseur,Air comprime,Casablanca,2025-11-10 10:00:00,2025-11-10,2.03,6.12,1.82,3.09,1466,A,95.6,159,0.062,534.0,2.7,99.5,87.6,83.0,1700,Aucun - Etat acceptable,Faible,30.3,4.7,33.6,0,68,26621,2291
M007,Pompe transfert PT-09,Pompe,Pomperie,Tanger,2025-11-10 14:00:00,2025-11-10,2.55,6.39,2.16,3.08,1479,B,95.2,184,0.05,393.0,6.4,98.4,76.8,75.0,1451,Aucun - Etat acceptable,Faible,29.8,3.7,32.1,0,17,9420,3179
M008,Turbine T-100,Turbine,Ventilation,Tanger,2025-11-10 15:00:00,2025-11-10,4.11,9.42,1.31,2.81,7973,B,93.9,171,0.074,478.0,2.9,99.4,84.5,81.0,443,Aucun - Etat acceptable,Faible,29.9,6.2,162.0,1,67,23040,2143
M001,Compresseur Atlas C-1,Compresseur,Broyage,Casablanca,2025-11-10 16:00:00,2025-11-10,2.98,2.85,1.33,2.3,1470,B,94.7,163,0.055,331.0,6.9,98.0,84.7,79.7,2494,Aucun - Etat acceptable,Faible,26.2,6.4,30.6,0,13,4839,1334
M002,Pompe hydraulique P-12,Pompe,Pomperie,Casablanca,2025-11-10 20:00:00,2025-11-10,7.25,16.58,2.57,4.48,1486,D,57.2,69,0.437,348.0,2.6,99.3,91.6,85.6,696,Defaut roulement,Moderee,41.2,8.9,38.7,1,54,12258,3621
M003,Moteur electrique ME-45,Moteur,Convoyage,Casablanca,2025-11-10 22:00:00,2025-11-10,1.21,2.68,1.78,2.47,1514,A,94.8,165,0.046,447.0,6.2,98.6,75.3,74.2,1060,Aucun - Etat nominal,Aucune,30.5,3.3,30.5,2,41,25229,3007
M004,Ventilateur V-08,Ventilateur,Ventilation,Tanger,2025-11-10 23:00:00,2025-11-10,2.3,4.72,1.2,2.39,1487,A,97.3,182,0.036,431.0,4.8,98.9,77.8,76.6,911,Aucun - Etat acceptable,Faible,28.5,6.4,33.4,0,57,6339,3427
M005,Reducteur R-22,Reducteur,Broyage,Tanger,2025-11-11 01:00:00,2025-11-11,7.92,12.04,2.85,5.04,1518,D,53.5,51,0.469,470.0,7.1,98.5,91.0,88.5,826,Defaut roulement,Moderee,40.5,7.8,36.0,1,74,9326,3623
M006,Compresseur C-201,Compresseur,Air comprime,Casablanca,2025-11-11 04:00:00,2025-11-11,3.0,7.27,1.95,2.33,1457,B,99.7,184,0.02,480.0,4.7,99.0,96.0,93.0,1140,Aucun - Etat acceptable,Faible,30.3,5.8,29.5,1,67,5088,2668
M007,Pompe transfert PT-09,Pompe,Pomperie,Tanger,2025-11-11 04:00:00,2025-11-11,1.7,2.14,1.64,2.48,1472,A,93.4,164,0.082,367.0,6.8,98.2,86.6,83.9,1362,Aucun - Etat acceptable,Faible,28.7,5.3,29.6,0,78,20415,2341
M008,Turbine T-100,Turbine,Ventilation,Tanger,2025-11-11 06:00:00,2025-11-11,4.37,4.89,2.13,2.78,8064,B,94.7,159,0.048,432.0,4.0,99.1,90.8,83.8,2724,Aucun - Etat acceptable,Faible,29.3,4.5,161.5,0,65,21055,1330
M001,Compresseur Atlas C-1,Compresseur,Broyage,Casablanca,2025-11-11 10:00:00,2025-11-11,3.38,2.81,1.96,3.32,1489,B,95.4,179,0.051,379.0,6.5,98.3,82.6,81.2,680,Aucun - Etat acceptable,Faible,33.1,7.0,33.8,0,45,21934,3552
M002,Pompe hydraulique P-12,Pompe,Pomperie,Casablanca,2025-11-11 12:00:00,2025-11-11,7.41,18.38,2.96,4.87,1490,D,54.3,73,0.476,399.0,6.0,98.5,74.4,73.1,2117,Defaut roulement,Moderee,37.4,8.0,35.8,0,139,2776,2377
M003,Moteur electrique ME-45,Moteur,Convoyage,Casablanca,2025-11-11 12:00:00,2025-11-11,2.07,6.36,2.17,3.22,1441,A,92.3,162,0.075,530.0,7.2,98.7,91.6,86.1,2456,Aucun - Etat acceptable,Faible,28.6,3.9,32.1,0,69,16310,1017
M004,Ventilateur V-08,Ventilateur,Ventilation,Tanger,2025-11-11 14:00:00,2025-11-11,2.03,2.04,1.49,2.67,1498,A,93.9,168,0.066,380.0,7.1,98.2,80.6,79.5,903,Aucun - Etat acceptable,Faible,27.3,5.3,33.3,0,14,14221,2761
M005,Reducteur R-22,Reducteur,Broyage,Tanger,2025-11-11 18:00:00,2025-11-11,7.69,7.29,3.14,4.46,1435,D,54.6,58,0.456,455.0,5.8,98.7,82.5,77.5,1042,Defaut roulement,Moderee,39.2,6.5,36.9,1,135,19442,396
M006,Compresseur C-201,Compresseur,Air comprime,Casablanca,2025-11-11 19:00:00,2025-11-11,3.28,8.02,2.01,2.76,1463,B,95.4,163,0.031,493.0,4.3,99.1,85.4,84.2,489,Aucun - Etat acceptable,Faible,29.2,5.8,33.4,2,69,25978,469
M007,Pompe transfert PT-09,Pompe,Pomperie,Tanger,2025-11-11 20:00:00,2025-11-11,0.94,0.87,2.05,2.86,1476,A,96.1,183,0.049,348.0,7.5,97.9,82.7,78.5,552,Aucun - Etat nominal,Aucune,27.6,4.8,33.7,0,50,1550,898
M008,Turbine T-100,Turbine,Ventilation,Tanger,2025-11-12 00:00:00,2025-11-12,4.25,8.95,2.59,2.53,8129,B,97.4,172,0.037,,4.5,98.6,93.3,89.5,2430,Aucun - Etat acceptable,Faible,29.4,7.3,167.1,0,29,8372,1054
M001,Compresseur Atlas C-1,Compresseur,Broyage,Casablanca,2025-11-12 00:00:00,2025-11-12,3.01,4.39,1.72,2.94,1433,B,91.6,171,0.072,422.0,4.3,99.0,88.7,87.1,188,Aucun - Etat acceptable,Faible,28.5,4.0,30.2,0,78,15106,2596
M002,Pompe hydraulique P-12,Pompe,Pomperie,Casablanca,2025-11-12 03:00:00,2025-11-12,7.42,8.56,3.01,4.68,1442,D,53.4,72,0.484,405.0,6.4,98.4,87.1,82.1,2058,Defaut roulement,Moderee,37.2,8.3,34.1,0,136,3728,3748
M003,Moteur electrique ME-45,Moteur,Convoyage,Casablanca,2025-11-12 04:00:00,2025-11-12,0.64,0.57,1.49,2.93,1519,A,97.0,175,0.016,387.0,6.4,98.4,75.3,69.8,1908,Aucun - Etat nominal,Aucune,29.5,2.8,34.6,1,62,1876,3960
M004,Ventilateur V-08,Ventilateur,Ventilation,Tanger,2025-11-12 06:00:00,2025-11-12,3.36,9.62,1.5,2.69,1463,B,93.5,168,0.08,404.0,5.6,98.6,81.0,75.5,1328,Aucun - Etat acceptable,Faible,30.8,6.9,33.5,0,15,19243,1128
M005,Reducteur R-22,Reducteur,Broyage,Tanger,2025-11-12 10:00:00,2025-11-12,8.32,14.51,2.73,5.18,1492,D,54.1,77,0.441,463.0,4.5,99.0,74.6,69.6,536,Defaut roulement,Elevee,41.4,7.6,39.8,3,41,19963,1705
M006,Compresseur C-201,Compresseur,Air comprime,Casablanca,2025-11-12 10:00:00,2025-11-12,2.39,6.99,2.01,2.7,1433,B,96.9,168,0.035,382.0,5.1,98.7,75.0,73.3,820,Aucun - Etat acceptable,Faible,31.5,6.6,30.5,1,21,18230,2833
M007,Pompe transfert PT-09,Pompe,Pomperie,Tanger,2025-11-12 14:00:00,2025-11-12,1.67,3.51,2.12,2.42,1445,A,95.4,159,0.06,508.0,6.0,98.8,85.2,83.7,1470,Aucun - Etat acceptable,Faible,28.6,4.3,29.3,0,16,27532,2869
M008,Turbine T-100,Turbine,Ventilation,Tanger,2025-11-12 16:00:00,2025-11-12,5.03,8.56,1.86,3.3,7896,C,93.2,165,0.065,419.0,,98.6,87.3,84.5,1875,Aucun - Etat acceptable,Faible,30.3,,161.1,1,64,10261,477
M001,Compresseur Atlas C-1,Compresseur,Broyage,Casablanca,2025-11-12 18:00:00,2025-11-12,3.03,3.14,1.56,2.32,1459,B,94.8,178,0.066,474.0,7.4,98.5,83.3,76.7,1650,Aucun - Etat acceptable,Faible,29.2,4.5,31.8,0,13,4451,2269
M002,Pompe hydraulique P-12,Pompe,Pomperie,Casablanca,2025-11-12 19:00:00,2025-11-12,8.18,17.56,2.88,3.99,1451,D,57.2,80,0.435,388.0,7.2,98.2,75.0,70.1,1426,Aucun - Etat acceptable,Faible,41.3,9.0,36.9,1,70,9147,2691
M003,Moteur electrique ME-45,Moteur,Convoyage,Casablanca,2025-11-12 20:00:00,2025-11-12,1.64,3.5,2.15,1.9,1488,A,98.4,171,0.019,386.0,7.7,98.0,89.8,87.0,1870,Aucun - Etat acceptable,Faible,32.1,4.7,,0,32,18609,3691
M004,Ventilateur V-08,Ventilateur,Ventilation,Tanger,2025-11-12 23:00:00,2025-11-12,3.59,5.54,1.9,2.87,1496,B,99.1,188,0.025,422.0,4.3,99.0,75.2,72.3,1074,Aucun - Etat acceptable,Faible,28.5,6.4,33.1,0,35,17468,3988
M005,Reducteur R-22,Reducteur,Broyage,Tanger,2025-11-13 00:00:00,2025-11-13,7.52,9.92,3.08,4.62,1458,D,54.6,71,0.457,467.0,7.8,98.4,78.3,72.6,2779,Defaut roulement,Moderee,41.9,8.9,36.9,3,11,4512,3985
M006,Compresseur C-201,Compresseur,Air comprime,Casablanca,2025-11-13 03:00:00,2025-11-13,3.13,2.82,2.32,2.77,1476,B,92.6,166,0.079,515.0,7.0,98.7,76.8,75.2,1870,Aucun - Etat acceptable,Faible,30.3,4.7,30.1,0,5,9290,2938
M007,Pompe transfert PT-09,Pompe,Pomperie,Tanger,2025-11-13 05:00:00,2025-11-13,1.16,3.03,1.75,2.29,1428,A,95.5,158,0.061,421.0,3.2,99.2,96.0,92.2,523,Aucun - Etat nominal,Aucune,29.9,3.5,33.0,1,51,17837,92
M008,Turbine T-100,Turbine,Ventilation,Tanger,2025-11-13 06:00:00,2025-11-13,4.96,12.05,2.08,2.47,7874,C,97.0,178,0.04,408.0,6.4,98.5,79.7,78.5,260,Aucun - Etat acceptable,Faible,29.3,7.4,162.2,1,26,12136,1250
M001,Compresseur Atlas C-1,Compresseur,Broyage,Casablanca,2025-11-13 10:00:00,2025-11-13,2.99,3.87,1.73,2.17,1511,B,94.7,179,0.036,383.0,2.8,99.3,77.1,71.3,1639,Aucun - Etat acceptable,Faible,26.8,5.0,34.9,2,0,4573,410
M002,Pompe hydraulique P-12,Pompe,Pomperie,Casablanca,2025-11-13 10:00:00,2025-11-13,8.15,18.71,2.1,4.35,1529,D,54.3,70,0.438,481.0,6.2,98.7,80.5,75.5,488,Defaut roulement,Elevee,36.9,8.1,36.2,0,49,21502,2670
M003,Moteur electrique ME-45,Moteur,Convoyage,Casablanca,2025-11-13 13:00:00,2025-11-13,1.93,4.04,1.74,3.05,1447,A,97.9,182,0.013,342.0,5.9,98.3,85.8,80.2,1111,Aucun - Etat acceptable,Faible,29.7,5.6,,1,43,14136,422
M004,Ventilateur V-08,Ventilateur,Ventilation,Tanger,2025-11-13 16:00:00,2025-11-13,3.09,7.9,1.64,2.08,1478,B,95.1,182,0.032,449.0,3.1,99.3,82.4,76.7,2807,Aucun - Etat acceptable,Faible,28.3,4.9,32.5,0,33,24195,1792
M005,Reducteur R-22,Reducteur,Broyage,Tanger,2025-11-13 16:00:00,2025-11-13,8.65,12.5,3.28,4.15,1491,D,49.9,50,0.485,456.0,7.3,98.4,85.0,81.6,1959,Defaut roulement,Elevee,40.8,7.3,35.7,1,17,13108,3376
M006,Compresseur C-201,Compresseur,Air comprime,Casablanca,2025-11-13 18:00:00,2025-11-13,3.64,8.54,1.5,3.02,1460,B,98.7,162,0.01,542.0,5.7,99.0,95.6,93.8,1483,Aucun - Etat acceptable,Faible,29.4,6.8,33.8,0,22,7306,1802
M007,Pompe transfert PT-09,Pompe,Pomperie,Tanger,2025-11-13 22:00:00,2025-11-13,1.75,2.47,1.33,2.36,1467,A,96.5,173,0.022,426.0,4.6,98.9,79.2,74.6,769,Aucun - Etat acceptable,Faible,31.2,5.9,32.2,0,72,23180,782
M008,Turbine T-100,Turbine,Ventilation,Tanger,2025-11-13 22:00:00,2025-11-13,4.93,12.62,1.42,3.6,7928,C,93.1,159,0.064,,2.8,99.4,75.2,69.7,528,Aucun - Etat acceptable,Faible,,5.5,162.4,0,51,14375,3796
M001,Compresseur Atlas C-1,Compresseur,Broyage,Casablanca,2025-11-14 01:00:00,2025-11-14,3.26,7.08,1.45,2.43,1454,B,93.4,175,0.079,460.0,4.1,99.1,82.1,80.9,2172,Aucun - Etat acceptable,Faible,29.6,6.4,31.4,3,68,6989,2607
M002,Pompe hydraulique P-12,Pompe,Pomperie,Casablanca,2025-11-14 02:00:00,2025-11-14,7.78,6.46,3.14,4.73,1462,D,50.7,48,0.484,472.0,3.2,99.3,86.6,81.8,525,Defaut roulement,Moderee,42.9,,38.7,2,55,25210,1313
M003,Moteur electrique ME-45,Moteur,Convoyage,Casablanca,2025-11-14 06:00:00,2025-11-14,2.27,4.3,2.12,1.5,1420,A,96.4,177,0.036,,3.7,99.1,78.2,71.9,656,Aucun - Etat acceptable,Faible,29.9,5.4,31.4,0,63,1976,852
M004,Ventilateur V-08,Ventilateur,Ventilation,Tanger,2025-11-14 06:00:00,2025-11-14,3.06,4.61,1.58,2.68,1456,B,91.5,155,0.103,431.0,4.8,98.9,93.7,90.9,890,Aucun - Etat acceptable,Faible,29.7,6.7,33.7,3,33,5149,3034
M005,Reducteur R-22,Reducteur,Broyage,Tanger,2025-11-14 09:00:00,2025-11-14,8.7,13.14,2.8,4.61,1467,D,50.9,57,0.504,385.0,6.3,98.4,83.8,79.3,1498,Defaut roulement,Elevee,40.1,6.7,37.1,0,31,4474,510
M006,Compresseur C-201,Compresseur,Air comprime,Casablanca,2025-11-14 10:00:00,2025-11-14,4.0,12.06,1.65,3.0,1491,B,98.4,182,0.01,422.0,3.0,99.3,90.6,85.6,609,Aucun - Etat acceptable,Faible,31.4,7.4,34.1,0,67,3034,2269
M007,Pompe transfert PT-09,Pompe,Pomperie,Tanger,2025-11-14 12:00:00,2025-11-14,1.49,2.11,1.76,2.32,1486,A,97.0,162,0.044,355.0,4.9,98.6,83.1,76.6,818,Aucun - Etat nominal,Aucune,30.8,3.3,30.3,0,60,1723,500
M008,Turbine T-100,Turbine,Ventilation,Tanger,2025-11-14 15:00:00,2025-11-14,5.23,9.36,2.07,2.75,7926,C,91.8,156,0.062,427.0,7.7,98.2,80.8,78.0,1084,Aucun - Etat acceptable,Faible,31.1,7.0,162.1,0,39,25752,3590
M001,Compresseur Atlas C-1,Compresseur,Broyage,Casablanca,2025-11-14 18:00:00,2025-11-14,3.52,3.8,2.07,2.72,1470,B,96.7,180,0.047,410.0,3.5,99.2,76.0,72.0,1189,Aucun - Etat acceptable,Faible,29.0,6.4,32.2,0,66,5521,188
M002,Pompe hydraulique P-12,Pompe,Pomperie,Casablanca,2025-11-14 18:00:00,2025-11-14,7.95,20.81,3.19,4.71,1432,D,51.5,43,0.495,413.0,6.0,98.6,84.3,82.2,355,Defaut roulement,Moderee,39.9,8.5,,3,110,8775,3887
M003,Moteur electrique ME-45,Moteur,Convoyage,Casablanca,2025-11-14 22:00:00,2025-11-14,2.43,4.92,2.02,2.37,1519,B,94.6,180,0.042,388.0,3.6,99.1,77.2,72.0,1542,Aucun - Etat acceptable,Faible,27.2,6.6,34.7,0,44,4766,1907
M004,Ventilateur V-08,Ventilateur,Ventilation,Tanger,2025-11-15 00:00:00,2025-11-15,2.55,4.95,1.86,2.69,1458,B,91.1,161,0.099,560.0,2.8,99.5,79.5,73.6,2706,Aucun - Etat acceptable,Faible,31.8,3.5,,0,52,15949,2122
M005,Reducteur R-22,Reducteur,Broyage,Tanger,2025-11-15 00:00:00,2025-11-15,8.37,21.57,3.07,4.47,1506,D,50.4,64,0.503,432.0,4.7,98.9,80.1,79.2,1309,Defaut roulement,Elevee,43.5,7.2,39.8,6,44,22423,1637
M006,Compresseur C-201,Compresseur,Air comprime,Casablanca,2025-11-15 04:00:00,2025-11-15,2.83,7.94,1.69,2.85,1469,B,94.4,160,0.049,438.0,7.9,98.2,88.8,84.6,2103,Aucun - Etat acceptable,Faible,30.5,5.6,31.0,0,37,1802,2200
M007,Pompe transfert PT-09,Pompe,Pomperie,Tanger,2025-11-15 05:00:00,2025-11-15,1.6,3.02,1.87,2.16,1499,A,97.4,176,0.037,440.0,6.6,98.5,89.5,85.0,1948,Aucun - Etat acceptable,Faible,29.0,4.6,33.9,1,32,17314,1323
M008,Turbine T-100,Turbine,Ventilation,Tanger,2025-11-15 07:00:00,2025-11-15,4.1,9.31,1.92,2.79,7794,B,93.4,158,0.049,520.0,7.1,98.7,78.2,74.3,2068,Aucun - Etat acceptable,Faible,27.6,5.8,159.9,0,52,11865,2370
M001,Compresseur Atlas C-1,Compresseur,Broyage,Casablanca,2025-11-15 08:00:00,2025-11-15,2.86,8.52,1.94,2.2,1457,B,95.1,168,0.056,522.0,4.2,99.2,92.5,85.9,1841,Aucun - Etat acceptable,Faible,30.3,5.9,30.5,1,55,25385,1626
M002,Pompe hydraulique P-12,Pompe,Pomperie,Casablanca,2025-11-15 11:00:00,2025-11-15,8.35,20.36,2.8,4.33,1477,D,54.2,48,0.453,321.0,3.9,98.8,93.4,88.3,2670,Defaut roulement,Elevee,37.6,6.8,36.6,0,138,5723,2401
M003,Moteur electrique ME-45,Moteur,Convoyage,Casablanca,2025-11-15 13:00:00,2025-11-15,2.27,2.03,2.49,2.09,1491,A,94.9,155,0.035,,3.7,99.3,96.6,93.4,214,Aucun - Etat acceptable,Faible,29.2,3.2,33.3,0,53,27789,2593
M004,Ventilateur V-08,Ventilateur,Ventilation,Tanger,2025-11-15 16:00:00,2025-11-15,2.49,7.91,1.41,2.84,1528,B,95.9,185,0.036,443.0,5.9,98.7,76.7,75.5,1903,Aucun - Etat acceptable,Faible,29.4,6.2,35.4,0,5,14871,3627
M005,Reducteur R-22,Reducteur,Broyage,Tanger,2025-11-15 16:00:00,2025-11-15,9.04,21.25,3.25,5.04,1453,D,50.2,43,0.489,369.0,2.9,99.2,74.7,71.0,783,Defaut roulement,Elevee,42.2,7.3,39.5,2,75,21111,482
M006,Compresseur C-201,Compresseur,Air comprime,Casablanca,2025-11-15 20:00:00,2025-11-15,3.35,5.45,2.02,2.61,1481,B,98.6,170,0.011,457.0,7.2,98.4,82.3,78.4,538,Aucun - Etat acceptable,Faible,30.2,5.1,30.6,0,78,25457,1590
M007,Pompe transfert PT-09,Pompe,Pomperie,Tanger,2025-11-15 22:00:00,2025-11-15,1.26,2.75,1.86,3.0,1519,A,93.9,154,0.048,393.0,5.3,98.7,92.0,85.6,2830,Aucun - Etat nominal,Aucune,31.5,5.9,34.7,0,32,18879,984
M008,Turbine T-100,Turbine,Ventilation,Tanger,2025-11-15 22:00:00,2025-11-15,3.92,4.96,2.08,2.7,7918,B,97.3,166,0.027,426.0,6.8,98.4,84.6,82.5,2528,Aucun - Etat acceptable,Faible,26.3,5.1,161.5,0,71,25115,1068
M001,Compresseur Atlas C-1,Compresseur,Broyage,Casablanca,2025-11-16 01:00:00,2025-11-16,2.71,7.64,2.11,2.44,1463,B,97.8,176,0.039,398.0,7.3,98.2,93.2,90.3,938,Aucun - Etat acceptable,Faible,29.6,5.4,31.8,0,55,9552,2681
M002,Pompe hydraulique P-12,Pompe,Pomperie,Casablanca,2025-11-16 02:00:00,2025-11-16,8.98,26.12,3.04,5.68,1462,D,50.0,66,0.503,466.0,5.4,98.9,88.7,83.5,1209,Defaut roulement,Elevee,38.5,7.2,35.7,2,11,12402,3020
M003,Moteur electrique ME-45,Moteur,Convoyage,Casablanca,2025-11-16 05:00:00,2025-11-16,2.0,6.29,1.91,1.93,1473,A,91.1,148,0.087,427.0,5.6,98.7,85.8,84.1,2285,Aucun - Etat acceptable,Faible,29.6,4.1,31.3,0,61,7009,3049
M004,Ventilateur V-08,Ventilateur,Ventilation,Tanger,2025-11-16 07:00:00,2025-11-16,3.16,3.69,1.48,2.68,1516,B,94.4,158,0.064,,6.8,98.6,74.3,72.6,757,Aucun - Etat acceptable,Faible,29.4,5.5,32.1,0,61,10257,2315
M005,Reducteur R-22,Reducteur,Broyage,Tanger,2025-11-16 10:00:00,2025-11-16,8.92,16.39,3.26,3.86,1512,D,48.2,56,0.526,403.0,6.2,98.5,80.5,75.9,1817,Balourd,Elevee,39.1,6.7,38.1,2,129,27715,305
M006,Compresseur C-201,Compresseur,Air comprime,Casablanca,2025-11-16 12:00:00,2025-11-16,2.17,3.79,1.98,2.78,1461,A,97.2,180,0.033,435.0,5.9,98.7,92.7,88.6,576,Aucun - Etat acceptable,Faible,30.8,5.9,29.3,0,62,12321,979
M007,Pompe transfert PT-09,Pompe,Pomperie,Tanger,2025-11-16 14:00:00,2025-11-16,1.36,1.35,1.34,1.65,1440,A,96.9,165,0.051,387.0,6.8,98.3,75.3,73.9,2892,Aucun - Etat nominal,Aucune,29.1,5.6,32.1,0,17,4555,2876
M008,Turbine T-100,Turbine,Ventilation,Tanger,2025-11-16 16:00:00,2025-11-16,4.01,9.13,1.65,2.24,7954,B,94.7,170,0.049,375.0,5.5,98.6,93.2,86.1,2882,Aucun - Etat acceptable,Faible,29.4,4.3,161.2,1,25,23620,1322
M001,Compresseur Atlas C-1,Compresseur,Broyage,Casablanca,2025-11-16 16:00:00,2025-11-16,2.41,6.16,1.23,2.89,1403,B,93.1,156,0.075,364.0,7.3,98.0,86.7,84.5,1618,Aucun - Etat acceptable,Faible,32.6,5.9,31.4,1,14,18629,1771
M002,Pompe hydraulique P-12,Pompe,Pomperie,Casablanca,2025-11-16 19:00:00,2025-11-16,8.8,24.17,2.41,5.27,1481,D,51.2,57,0.472,514.0,7.5,98.6,75.6,72.9,675,Defaut roulement,Elevee,40.7,9.1,40.0,3,153,18201,3183
M003,Moteur electrique ME-45,Moteur,Convoyage,Casablanca,2025-11-16 20:00:00,2025-11-16,2.1,5.71,1.27,2.27,1543,A,98.8,165,0.025,524.0,5.0,99.1,88.1,86.6,939,Aucun - Etat acceptable,Faible,29.5,3.2,32.2,0,9,19088,1466
M004,Ventilateur V-08,Ventilateur,Ventilation,Tanger,2025-11-16 23:00:00,2025-11-16,3.79,8.29,1.91,2.82,1506,B,91.1,171,0.077,385.0,4.5,98.8,94.9,91.1,1403,Aucun - Etat acceptable,Faible,28.8,4.9,31.7,0,42,4619,3394
M005,Reducteur R-22,Reducteur,Broyage,Tanger,2025-11-17 01:00:00,2025-11-17,8.23,20.71,2.83,4.95,1481,D,51.4,52,0.48,,4.8,98.9,77.9,72.8,1621,Defaut roulement,Elevee,41.7,6.4,35.5,0,51,4734,3247
M006,Compresseur C-201,Compresseur,Air comprime,Casablanca,2025-11-17 04:00:00,2025-11-17,3.99,12.05,1.3,2.52,1526,B,96.4,164,0.043,408.0,4.4,98.9,93.2,90.7,2047,Aucun - Etat acceptable,Faible,33.0,5.7,31.6,0,37,11480,2946
M007,Pompe transfert PT-09,Pompe,Pomperie,Tanger,2025-11-17 05:00:00,2025-11-17,1.66,4.86,2.07,2.26,1462,A,95.3,170,0.035,386.0,5.4,98.6,94.8,91.5,1707,Aucun - Etat acceptable,Faible,28.8,5.3,30.4,1,8,13121,257
M008,Turbine T-100,Turbine,Ventilation,Tanger,2025-11-17 06:00:00,2025-11-17,4.53,5.15,1.34,2.11,7947,C,94.4,163,0.066,407.0,7.3,98.2,77.7,75.8,2768,Aucun - Etat acceptable,Faible,30.6,6.4,161.0,0,6,11241,2284
M001,Compresseur Atlas C-1,Compresseur,Broyage,Casablanca,2025-11-17 10:00:00,2025-11-17,3.41,7.74,1.82,2.5,1464,B,96.2,174,0.041,471.0,4.2,99.1,79.3,74.8,1077,Aucun - Etat acceptable,Faible,30.1,7.0,32.1,2,26,16165,2571
M002,Pompe hydraulique P-12,Pompe,Pomperie,Casablanca,2025-11-17 10:00:00,2025-11-17,8.86,14.9,3.25,6.21,1471,D,50.8,41,0.487,509.0,4.6,99.1,94.3,88.2,2557,Defaut roulement,Elevee,42.1,7.7,38.8,1,123,15059,373
M003,Moteur electrique ME-45,Moteur,Convoyage,Casablanca,2025-11-17 14:00:00,2025-11-17,1.68,2.79,1.85,2.89,1525,A,95.9,167,0.029,381.0,3.6,99.1,91.0,87.6,874,Aucun - Etat acceptable,Faible,29.9,5.3,34.0,0,49,5531,3903
M004,Ventilateur V-08,Ventilateur,Ventilation,Tanger,2025-11-17 15:00:00,2025-11-17,3.81,4.53,1.73,3.76,1498,B,96.5,170,0.034,408.0,5.6,98.6,75.3,72.9,2810,Aucun - Etat acceptable,Faible,32.8,6.6,30.8,0,28,4997,152
M005,Reducteur R-22,Reducteur,Broyage,Tanger,2025-11-17 17:00:00,2025-11-17,9.16,9.54,2.89,4.88,1404,D,49.3,40,0.507,457.0,3.3,99.3,87.1,81.0,2921,Defaut roulement,Elevee,40.1,9.4,36.8,0,108,4338,2707
M006,Compresseur C-201,Compresseur,Air comprime,Casablanca,2025-11-17 18:00:00,2025-11-17,2.94,4.48,1.99,2.62,1442,B,95.8,184,0.043,474.0,7.8,98.4,91.6,87.8,906,Aucun - Etat acceptable,Faible,29.6,6.8,33.3,0,47,16189,3198
M007,Pompe transfert PT-09,Pompe,Pomperie,Tanger,2025-11-17 22:00:00,2025-11-17,2.13,3.41,1.73,2.8,1462,A,96.2,180,0.052,585.0,7.6,98.7,96.1,93.7,2672,Aucun - Etat acceptable,Faible,32.3,,30.1,0,26,13069,2104
M008,Turbine T-100,Turbine,Ventilation,Tanger,2025-11-17 22:00:00,2025-11-17,4.81,5.83,1.81,2.76,8087,C,94.8,171,0.054,489.0,,98.6,86.5,82.5,422,Aucun - Etat acceptable,Faible,28.9,4.7,163.5,0,61,818,1646
M001,Compresseur Atlas C-1,Compresseur,Broyage,Casablanca,2025-11-18 02:00:00,2025-11-18,2.9,5.71,2.22,1.62,1427,B,95.6,175,0.025,508.0,7.4,98.6,80.1,73.9,2317,Aucun - Etat acceptable,Faible,29.6,6.6,32.5,0,71,2003,2934
M002,Pompe hydraulique P-12,Pompe,Pomperie,Casablanca,2025-11-18 02:00:00,2025-11-18,9.41,10.16,2.95,5.41,1525,D,51.9,44,0.499,515.0,6.4,98.8,95.0,89.1,193,Defaut roulement,Elevee,43.6,8.0,38.5,3,63,18875,2255
